package,in_degree,out_degree,severity_max,cwe_list,cwe_count
executing,1,0,unknown,"['CWE-1240', 'CWE-1279', 'CWE-20', 'CWE-250', 'CWE-270', 'CWE-417', 'CWE-426', 'CWE-502', 'CWE-77', 'CWE-862', 'CWE-94']",11
pydantic-ai,1,0,unknown,[],0
sanic,2,0,high,['CWE-22'],1
asttokens,1,0,unknown,[],0
pure_eval,1,0,unknown,[],0
unleashclient,1,0,unknown,[],0
statsig,1,0,unknown,[],0
celery-redbeat,1,0,unknown,[],0
arq,1,0,unknown,[],0
chalice,2,0,unknown,[],0
openfeature-sdk,1,0,unknown,[],0
bottle,1,0,critical,"['CWE-20', 'CWE-444', 'CWE-755', 'CWE-93']",4
clickhouse-driver,1,0,critical,['CWE-120'],1
huggingface_hub,2,0,unknown,[],0
launchdarkly-server-sdk,1,0,unknown,[],0
starlite,1,0,high,"['CWE-22', 'CWE-400', 'CWE-770']",3
sphinx-notfound-page,1,0,unknown,[],0
pygments-github-lexers,1,0,unknown,[],0
sphinx-reredirects,1,0,unknown,[],0
pytest-mypy,2,0,unknown,[],0
pyproject-hooks,1,0,unknown,[],0
pytest-subprocess,1,0,unknown,[],0
jaraco.tidelift,2,0,unknown,[],0
pytest-checkdocs,2,0,unknown,[],0
jaraco.path,1,0,unknown,[],0
jaraco.functools,2,0,unknown,[],0
pytest-enabler,2,0,unknown,[],0
pytest-ruff,2,0,unknown,[],0
sphinx-favicon,1,0,unknown,[],0
rst.linker,2,0,unknown,[],0
jaraco.text,1,0,unknown,[],0
ini2toml,1,0,unknown,[],0
jaraco.test,2,0,unknown,[],0
jaraco.packaging,2,0,unknown,[],0
pytest-perf,1,0,unknown,[],0
sphinxcontrib-towncrier,2,0,unknown,[],0
sphinx-lint,2,0,unknown,[],0
jaraco.envs,1,0,unknown,[],0
pytest-home,1,0,unknown,[],0
jaraco.develop,1,0,unknown,[],0
sglang,0,73,medium,[],0
st_attn,1,0,unknown,[],0
cuda-python,1,0,unknown,[],0
torch_memory_saver,1,0,unknown,[],0
sgl-kernel,1,0,unknown,[],0
xgrammar,2,13,high,[],0
remote-pdb,1,0,unknown,[],0
flashinfer_cubin,1,0,unknown,[],0
openai-harmony,2,0,unknown,[],0
nvidia-ml-py,1,0,unknown,[],0
yunchang,1,0,unknown,[],0
compressed-tensors,2,0,unknown,[],0
nvidia-cutlass-dsl,1,0,unknown,[],0
interegular,1,0,unknown,[],0
modelscope,1,0,unknown,[],0
torchao,1,0,unknown,[],0
moviepy,1,0,unknown,[],0
decord2,1,0,unknown,[],0
blobfile,2,0,unknown,[],0
partial_json_parser,1,0,unknown,[],0
torchaudio,3,0,unknown,[],0
gguf,2,0,unknown,[],0
imageio-ffmpeg,1,0,unknown,[],0
pybase64,2,0,unknown,[],0
torchcodec,1,0,unknown,[],0
outlines,1,0,unknown,[],0
checkpoint-engine,1,0,unknown,[],0
llguidance,2,0,unknown,[],0
vsa,1,0,unknown,[],0
flashinfer_python,1,0,unknown,[],0
signxml,0,9,medium,"['CWE-208', 'CWE-303']",2
lxml-stubs,1,0,unknown,[],0
skops,0,6,high,"['CWE-351', 'CWE-502']",2
prettytable,1,0,unknown,[],0
pytzdata,1,0,unknown,[],0
asn1crypto,1,0,unknown,[],0
pexpect,1,0,unknown,[],0
keyring,1,0,high,"['CWE-276', 'CWE-326']",2
social-auth-app-django,0,9,medium,[],0
social-auth-core,1,0,unknown,[],0
django-stubs,1,0,unknown,[],0
django-stubs-ext,1,0,unknown,[],0
spotipy,0,8,high,"['CWE-22', 'CWE-276', 'CWE-488']",3
flake8-string-format,1,0,unknown,[],0
autopep8,2,0,unknown,[],0
pymemcache,1,0,unknown,[],0
strawberry-graphql,0,27,medium,[],0
lia-web,1,0,unknown,[],0
graphql-core,1,0,unknown,[],0
libcst,2,0,unknown,[],0
pyinstrument,1,0,unknown,[],0
channels,1,0,high,['CWE-200'],1
streamlit,1,29,medium,[],0
streamlit-pdf,1,0,unknown,[],0
pydeck,1,0,unknown,[],0
nvidia-cufft-cu12,1,0,unknown,[],0
nvidia-cusparselt-cu12,1,0,unknown,[],0
nvidia-cublas-cu12,1,0,unknown,[],0
nvidia-cufile-cu12,1,0,unknown,[],0
nvidia-cuda-cupti-cu12,1,0,unknown,[],0
nvidia-cusparse-cu12,1,0,unknown,[],0
nvidia-cuda-runtime-cu12,1,0,unknown,[],0
nvidia-cudnn-cu12,1,0,unknown,[],0
nvidia-nvshmem-cu12,1,0,unknown,[],0
nvidia-nvtx-cu12,1,0,unknown,[],0
nvidia-nvjitlink-cu12,1,0,unknown,[],0
nvidia-curand-cu12,1,0,unknown,[],0
nvidia-cusolver-cu12,1,0,unknown,[],0
nvidia-nccl-cu12,1,0,unknown,[],0
nvidia-cuda-nvrtc-cu12,1,0,unknown,[],0
slack-sdk,1,0,unknown,[],0
librosa,2,0,unknown,[],0
fugashi,1,0,unknown,[],0
mistral-common,1,0,unknown,[],0
optax,1,0,unknown,[],0
pyctcdecode,1,0,unknown,[],0
kenlm,1,0,unknown,[],0
tf2onnx,1,0,unknown,[],0
tensorflow-text,1,0,unknown,[],0
keras-nlp,1,0,unknown,[],0
sigopt,1,0,unknown,[],0
kernels,1,0,unknown,[],0
phonemizer,1,0,unknown,[],0
sacremoses,2,0,unknown,[],0
flax,1,0,unknown,[],0
sacrebleu,1,0,unknown,[],0
tensorflow-probability,1,0,unknown,[],0
optimum-benchmark,1,0,unknown,[],0
sudachipy,1,0,unknown,[],0
rjieba,1,0,unknown,[],0
onnxruntime-tools,1,0,unknown,[],0
jaxlib,1,0,unknown,[],0
ipadic,1,0,unknown,[],0
sudachidict_core,1,0,unknown,[],0
hf_xet,1,0,unknown,[],0
codecarbon,1,0,unknown,[],0
pytest-order,1,0,unknown,[],0
onnxconverter-common,1,0,unknown,[],0
natten,1,0,unknown,[],0
rouge-score,1,0,unknown,[],0
tensorflow-cpu,1,0,critical,"['CWE-119', 'CWE-120', 'CWE-122', 'CWE-125', 'CWE-1284', 'CWE-131', 'CWE-134', 'CWE-190', 'CWE-191', 'CWE-193', 'CWE-197', 'CWE-20', 'CWE-252', 'CWE-345', 'CWE-354', 'CWE-367', 'CWE-369', 'CWE-400', 'CWE-401', 'CWE-415', 'CWE-416', 'CWE-471', 'CWE-475', 'CWE-476', 'CWE-502', 'CWE-617', 'CWE-662', 'CWE-665', 'CWE-667', 'CWE-668', 'CWE-670', 'CWE-674', 'CWE-681', 'CWE-682', 'CWE-697', 'CWE-704', 'CWE-754', 'CWE-755', 'CWE-770', 'CWE-78', 'CWE-787', 'CWE-824', 'CWE-835', 'CWE-843', 'CWE-908', 'CWE-94']",46
jax,1,0,unknown,[],0
unidic_lite,1,0,unknown,[],0
unidic,1,0,unknown,[],0
av,1,0,unknown,"['CWE-116', 'CWE-120', 'CWE-122', 'CWE-1240', 'CWE-1279', 'CWE-1333', 'CWE-20', 'CWE-200', 'CWE-203', 'CWE-208', 'CWE-22', 'CWE-276', 'CWE-306', 'CWE-311', 'CWE-327', 'CWE-352', 'CWE-385', 'CWE-400', 'CWE-416', 'CWE-426', 'CWE-427', 'CWE-434', 'CWE-444', 'CWE-476', 'CWE-502', 'CWE-601', 'CWE-611', 'CWE-662', 'CWE-669', 'CWE-670', 'CWE-674', 'CWE-682', 'CWE-691', 'CWE-697', 'CWE-704', 'CWE-74', 'CWE-770', 'CWE-772', 'CWE-78', 'CWE-787', 'CWE-79', 'CWE-80', 'CWE-835', 'CWE-843', 'CWE-863', 'CWE-88', 'CWE-89', 'CWE-915', 'CWE-94', 'CWE-95']",50
rhoknp,1,0,unknown,[],0
evaluate,1,0,unknown,[],0
optuna,1,0,unknown,[],0
pytest-rich,1,0,unknown,[],0
pyobjc-core,1,0,unknown,[],0
hyperlink,1,0,unknown,[],0
python-subunit,1,0,unknown,[],0
priority,1,0,moderate,['CWE-770'],1
pyserial,1,0,unknown,[],0
automat,1,0,unknown,"['CWE-1104', 'CWE-1336', 'CWE-20', 'CWE-200', 'CWE-264', 'CWE-276', 'CWE-284', 'CWE-287', 'CWE-306', 'CWE-312', 'CWE-325', 'CWE-347', 'CWE-356', 'CWE-601', 'CWE-61', 'CWE-669', 'CWE-74', 'CWE-754', 'CWE-755', 'CWE-77', 'CWE-79', 'CWE-863', 'CWE-918', 'CWE-94', 'CWE-97']",25
incremental,1,0,unknown,[],0
pydoctor,1,0,unknown,[],0
twisted-iocpsupport,1,0,unknown,[],0
mypy-zope,1,0,unknown,[],0
cython-test-exception-raiser,1,0,unknown,[],0
constantly,1,0,unknown,[],0
pyobjc-framework-cocoa,1,0,unknown,[],0
pyobjc-framework-cfnetwork,1,0,unknown,[],0
pyflakes,1,0,unknown,[],0
pyhamcrest,1,0,unknown,[],0
twistedchecker,1,0,unknown,[],0
pygobject,1,0,unknown,[],0
python-magic,1,0,unknown,[],0
pdfminer.six,1,0,high,"['CWE-502', 'CWE-915']",2
python-oxmsg,1,0,unknown,[],0
effdet,1,0,unknown,[],0
unstructured.paddleocr,1,0,unknown,[],0
google-cloud-vision,1,0,unknown,[],0
unstructured-inference,1,0,unknown,[],0
langdetect,1,0,unknown,[],0
msoffcrypto-tool,1,0,unknown,[],0
python-iso639,1,0,unknown,[],0
unstructured.pytesseract,1,0,unknown,[],0
unstructured-client,1,0,unknown,[],0
pi_heif,1,0,unknown,[],0
pdf2image,1,0,unknown,[],0
pikepdf,1,0,high,['CWE-611'],1
emoji,1,0,unknown,[],0
time-machine,1,0,unknown,[],0
coverage-enable-subprocess,1,0,unknown,[],0
covdefaults,1,0,unknown,[],0
distlib,1,0,unknown,[],0
proselint,1,0,unknown,[],0
pytest-freezer,1,0,unknown,[],0
sphinx-argparse,1,0,unknown,[],0
partial-json-parser,1,0,unknown,[],0
lm-format-enforcer,1,0,unknown,[],0
petit-kernel,1,0,unknown,[],0
xformers,1,0,unknown,[],0
flashinfer-python,1,0,unknown,[],0
runai-model-streamer,1,0,unknown,[],0
tensorizer,1,0,unknown,[],0
runai-model-streamer-s3,1,0,unknown,[],0
fastsafetensors,1,0,unknown,[],0
outlines_core,1,0,unknown,[],0
blake3,1,0,unknown,[],0
prometheus-fastapi-instrumentator,1,0,unknown,[],0
cbor2,1,0,high,[],0
mistral_common,1,0,unknown,[],0
runai-model-streamer-gcs,1,0,unknown,[],0
depyf,1,0,unknown,[],0
python-json-logger,1,0,unknown,[],0
pylons-sphinx-themes,2,0,unknown,[],0
weasyprint,0,12,high,[],0
pydyf,1,0,unknown,[],0
cssselect2,1,0,unknown,[],0
pyphen,1,0,unknown,[],0
tinycss2,1,0,unknown,[],0
tinyhtml5,1,0,unknown,[],0
webob,0,7,medium,['CWE-601'],1
legacy-cgi,1,0,unknown,[],0
mlx-lm,1,0,unknown,[],0
xhtml2pdf,0,17,medium,[],0
pyhanko-certvalidator,1,0,unknown,[],0
svglib,1,0,critical,['CWE-611'],1
arabic-reshaper,1,0,unknown,[],0
pyhanko,1,0,unknown,[],0
python-bidi,1,0,unknown,[],0
sphinx_reredirects,1,0,unknown,[],0
ydata-profiling,0,50,high,[],0
visions,1,0,unknown,[],0
mkdocs-table-reader-plugin,1,0,unknown,[],0
multimethod,1,0,unknown,[],0
codecov,1,0,high,['CWE-88'],1
autodoc-pydantic,1,0,unknown,[],0
wordcloud,1,0,unknown,[],0
mike,1,0,unknown,[],0
sphinx-multiversion,1,0,unknown,[],0
tangled-up-in-unicode,1,0,unknown,[],0
dacite,1,0,unknown,[],0
phik,1,0,unknown,[],0
mkdocs-badges,1,0,unknown,[],0
minify-html,1,0,unknown,[],0
statsmodels,1,0,unknown,[],0
kaggle,1,0,unknown,[],0
yt-dlp,0,23,high,['CWE-78'],1
pycryptodomex,1,0,high,[],0
yt-dlp-ejs,1,0,unknown,[],0
mutagen,1,0,unknown,[],0
secretstorage,1,0,unknown,[],0
big-o,1,0,unknown,[],0
jaraco.itertools,1,0,unknown,[],0
pytest-ignore-flaky,1,0,unknown,[],0
